gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1920828256	StillImage	image/jpeg	https://static.inaturalist.org/photos/26342024/original.jpeg?1539095782	https://www.inaturalist.org/photos/26342024			2010-07-23T10:13:11Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920828256	StillImage	image/jpeg	https://static.inaturalist.org/photos/26342028/original.jpeg?1539095787	https://www.inaturalist.org/photos/26342028			2010-07-23T10:12:23Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920828215	StillImage	image/jpeg	https://static.inaturalist.org/photos/26341880/original.jpeg?1539095608	https://www.inaturalist.org/photos/26341880			2010-07-23T09:45:59Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920828215	StillImage	image/jpeg	https://static.inaturalist.org/photos/26341882/original.jpeg?1539095613	https://www.inaturalist.org/photos/26341882			2010-07-23T09:45:51Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920828215	StillImage	image/jpeg	https://static.inaturalist.org/photos/26341884/original.jpeg?1539095615	https://www.inaturalist.org/photos/26341884			2010-07-23T09:46:05Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827902	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338980/original.jpeg?1539091751	https://www.inaturalist.org/photos/26338980			2013-05-08T14:17:25Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827902	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338981/original.jpeg?1539091752	https://www.inaturalist.org/photos/26338981			2013-05-08T14:17:45Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827830	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338944/original.jpeg?1539091712	https://www.inaturalist.org/photos/26338944			2013-05-08T13:52:13Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827830	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338948/original.jpeg?1539091712	https://www.inaturalist.org/photos/26338948			2013-05-08T13:52:26Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827830	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338949/original.jpeg?1539091716	https://www.inaturalist.org/photos/26338949			2013-05-08T13:52:20Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827830	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338952/original.jpeg?1539091719	https://www.inaturalist.org/photos/26338952			2013-05-08T13:52:32Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827830	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338953/original.jpeg?1539091722	https://www.inaturalist.org/photos/26338953			2013-05-08T13:52:47Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827830	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338960/original.jpeg?1539091728	https://www.inaturalist.org/photos/26338960			2013-05-08T13:52:52Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920827830	StillImage	image/jpeg	https://static.inaturalist.org/photos/26338963/original.jpeg?1539091731	https://www.inaturalist.org/photos/26338963			2013-05-08T13:52:38Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920810104	StillImage	image/jpeg	https://static.inaturalist.org/photos/26200491/original.jpeg?1538884776	https://www.inaturalist.org/photos/26200491			2018-08-24T16:51:40Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920810104	StillImage	image/jpeg	https://static.inaturalist.org/photos/26200494/original.jpeg?1538884781	https://www.inaturalist.org/photos/26200494			2018-08-24T16:51:19Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920810069	StillImage	image/jpeg	https://static.inaturalist.org/photos/26200511/original.jpeg?1538884799	https://www.inaturalist.org/photos/26200511			2018-08-24T16:51:48Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920810069	StillImage	image/jpeg	https://static.inaturalist.org/photos/26200514/original.jpeg?1538884806	https://www.inaturalist.org/photos/26200514			2018-08-24T16:52:00Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920809984	StillImage	image/jpeg	https://static.inaturalist.org/photos/26200513/original.jpeg?1538884803	https://www.inaturalist.org/photos/26200513			2018-08-24T16:52:00Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920809984	StillImage	image/jpeg	https://static.inaturalist.org/photos/26200516/original.jpeg?1538884806	https://www.inaturalist.org/photos/26200516			2018-08-24T16:51:48Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1920809495	StillImage	image/jpeg	https://static.inaturalist.org/photos/26191820/original.jpeg?1538874632	https://www.inaturalist.org/photos/26191820			2017-09-09T19:28:42Z	vmoser		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	vmoser
1920808370	StillImage	image/jpeg	https://static.inaturalist.org/photos/26191533/original.jpeg?1538874283	https://www.inaturalist.org/photos/26191533			2017-09-01T23:12:47Z	vmoser		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	vmoser
1920802616	StillImage	image/jpeg	https://static.inaturalist.org/photos/26142607/original.jpg?1538814132	https://www.inaturalist.org/photos/26142607			2018-07-23T12:17:14Z	David Renoult		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	David Renoult
1920799270	StillImage	image/jpeg	https://static.inaturalist.org/photos/26118161/original.jpeg?1538771285	https://www.inaturalist.org/photos/26118161			2018-07-23T12:04:09Z	David Renoult		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	David Renoult
1914367506	StillImage	image/jpeg	https://static.inaturalist.org/photos/2385620/original.jpg?1442281133	http://www.inaturalist.org/photos/2385620			2015-08-19T17:14:48Z	Mark Rosenstein		iNaturalist			http://creativecommons.org/licenses/by-nc-sa/4.0/	Mark Rosenstein
1914334452	StillImage	image/jpeg	https://static.inaturalist.org/photos/25811604/original.jpg?1538301808	https://www.inaturalist.org/photos/25811604			2018-07-29T23:30:00Z	Adelma Hills		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Adelma Hills
1914330921	StillImage	image/jpeg	https://static.inaturalist.org/photos/25784265/original.jpeg?1538259096	https://www.inaturalist.org/photos/25784265			2018-09-29T23:56:13Z	J.D. Willson		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	J.D. Willson
1914326420	StillImage	image/jpeg	https://static.inaturalist.org/photos/25741532/original.jpeg?1538201217	https://www.inaturalist.org/photos/25741532			2018-07-08T21:45:51Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1914326353	StillImage	image/jpeg	https://static.inaturalist.org/photos/25741869/original.jpeg?1538202321	https://www.inaturalist.org/photos/25741869			2018-07-08T21:18:59Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1914326351	StillImage	image/jpeg	https://static.inaturalist.org/photos/25741927/original.jpeg?1538202495	https://www.inaturalist.org/photos/25741927			2018-07-08T21:13:11Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1914321203	StillImage	image/jpeg	https://static.inaturalist.org/photos/25684329/original.jpeg?1538110686	https://www.inaturalist.org/photos/25684329			2014-03-28T01:32:44Z	djparisi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	djparisi
1914309644	StillImage	image/jpeg	https://static.inaturalist.org/photos/20663911/original.jpeg?1530525978	https://www.inaturalist.org/photos/20663911			2014-07-04T21:58:44Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1914248868	StillImage	image/jpeg	https://static.inaturalist.org/photos/25687750/original.jpeg?1538121364	https://www.inaturalist.org/photos/25687750			2015-01-01T08:00:00Z	jennahm		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	jennahm
1914242203	StillImage	image/jpeg	https://static.inaturalist.org/photos/25619670/original.jpeg?1538007930	https://www.inaturalist.org/photos/25619670			2018-08-23T19:03:59Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1914237554	StillImage	image/jpeg	https://static.inaturalist.org/photos/25577649/original.jpeg?1537951681	https://www.inaturalist.org/photos/25577649			2018-07-07T21:49:04Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1914231642	StillImage	image/jpeg	https://static.inaturalist.org/photos/25529056/original.jpeg?1537874571	https://www.inaturalist.org/photos/25529056			2018-07-07T17:57:36Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1914224213	StillImage	image/jpeg	https://static.inaturalist.org/photos/25468909/original.jpeg?1537774793	https://www.inaturalist.org/photos/25468909			2018-09-20T22:40:11Z	Isabella Fenstermaker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Isabella Fenstermaker
1914224213	StillImage	image/jpeg	https://static.inaturalist.org/photos/25468913/original.jpeg?1537774802	https://www.inaturalist.org/photos/25468913			2018-09-20T22:40:13Z	Isabella Fenstermaker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Isabella Fenstermaker
1914215863	StillImage	image/jpeg	https://static.inaturalist.org/photos/25399526/original.jpg?1537677015	https://www.inaturalist.org/photos/25399526			2018-09-07T05:26:50Z	pangolinzen		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	pangolinzen
1914197151	StillImage	image/jpeg	https://static.inaturalist.org/photos/24154638/original.jpeg?1535853386	https://www.inaturalist.org/photos/24154638			2018-08-18T20:52:42Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1914197151	StillImage	image/jpeg	https://static.inaturalist.org/photos/24154639/original.jpeg?1535853389	https://www.inaturalist.org/photos/24154639			2018-08-18T20:52:32Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913703986	StillImage	image/jpeg	https://static.inaturalist.org/photos/25168457/original.jpeg?1537368628	https://www.inaturalist.org/photos/25168457			2018-09-15T18:19:24Z	Tsu Soo Tan		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tsu Soo Tan
1913703932	StillImage	image/jpeg	https://static.inaturalist.org/photos/25167968/original.jpeg?1537367952	https://www.inaturalist.org/photos/25167968			2018-09-13T22:29:35Z	Tsu Soo Tan		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tsu Soo Tan
1913703851	StillImage	image/jpeg	https://static.inaturalist.org/photos/25167197/original.jpeg?1537366989	https://www.inaturalist.org/photos/25167197			2018-09-12T22:15:16Z	Tsu Soo Tan		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tsu Soo Tan
1913690577	StillImage	image/png	https://static.inaturalist.org/photos/25057387/original.png?1537190975	https://www.inaturalist.org/photos/25057387			2018-09-13T13:23:00Z	smilelynaomi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	smilelynaomi
1913690577	StillImage	image/png	https://static.inaturalist.org/photos/25057398/original.png?1537190990	https://www.inaturalist.org/photos/25057398			2018-09-13T13:23:00Z	smilelynaomi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	smilelynaomi
1913690159	StillImage	image/jpeg	https://static.inaturalist.org/photos/25052456/original.jpeg?1537181749	https://www.inaturalist.org/photos/25052456			2017-06-24T20:20:13Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1913689941	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051269/original.jpeg?1537177788	https://www.inaturalist.org/photos/25051269			2018-08-21T16:54:52Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689941	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051271/original.jpeg?1537177791	https://www.inaturalist.org/photos/25051271			2018-08-21T16:58:30Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689941	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051274/original.jpeg?1537177809	https://www.inaturalist.org/photos/25051274			2018-08-21T16:56:03Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689895	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051278/original.jpeg?1537177823	https://www.inaturalist.org/photos/25051278			2018-08-21T16:58:30Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689895	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051283/original.jpeg?1537177853	https://www.inaturalist.org/photos/25051283			2018-08-21T16:56:07Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689884	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051261/original.jpeg?1537177775	https://www.inaturalist.org/photos/25051261			2018-08-21T16:59:05Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689884	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051263/original.jpeg?1537177779	https://www.inaturalist.org/photos/25051263			2018-08-21T16:58:20Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689884	StillImage	image/jpeg	https://static.inaturalist.org/photos/25051265/original.jpeg?1537177781	https://www.inaturalist.org/photos/25051265			2018-08-21T16:58:16Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1913689489	StillImage	image/jpeg	https://static.inaturalist.org/photos/25047500/original.jpeg?1537164129	https://www.inaturalist.org/photos/25047500			2017-06-23T00:02:51Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1913681458	StillImage	image/jpeg	https://static.inaturalist.org/photos/24975911/original.jpg?1537082871	https://www.inaturalist.org/photos/24975911			2018-09-07T17:57:57Z	Robin Laws-Wall		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Robin Laws-Wall
1913672521	StillImage	image/png	https://static.inaturalist.org/photos/24911728/original.png?1536991875	https://www.inaturalist.org/photos/24911728			2018-09-11T06:06:00Z	smilelynaomi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	smilelynaomi
1913672521	StillImage	image/png	https://static.inaturalist.org/photos/24911736/original.png?1536991887	https://www.inaturalist.org/photos/24911736			2018-09-11T06:06:00Z	smilelynaomi		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	smilelynaomi
1913671059	StillImage	image/jpeg	https://static.inaturalist.org/photos/24900943/original.jpeg?1536972365	https://www.inaturalist.org/photos/24900943			2011-03-13T03:37:57Z	Terry Morgan		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Terry Morgan
1913190948	StillImage	image/jpeg	https://static.inaturalist.org/photos/24749515/original.jpeg?1536744710	https://www.inaturalist.org/photos/24749515			2018-07-19T15:04:58Z	David Renoult		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	David Renoult
1913159910	StillImage	image/jpeg	https://static.inaturalist.org/photos/24497076/original.jpeg?1536375784	https://www.inaturalist.org/photos/24497076			2017-08-10T20:57:35Z	eli168		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	eli168
1901067972	StillImage	image/png	https://static.inaturalist.org/photos/24294282/original.png?1536037551	https://www.inaturalist.org/photos/24294282			2018-07-02T05:00:00Z	Leonel Roget		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Leonel Roget
1901067972	StillImage	image/png	https://static.inaturalist.org/photos/24294298/original.png?1536037580	https://www.inaturalist.org/photos/24294298			2018-07-02T05:00:00Z	Leonel Roget		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Leonel Roget
1901067972	StillImage	image/png	https://static.inaturalist.org/photos/24294311/original.png?1536037596	https://www.inaturalist.org/photos/24294311			2018-07-02T05:00:00Z	Leonel Roget		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Leonel Roget
1901067879	StillImage	image/png	https://static.inaturalist.org/photos/24294507/original.png?1536038061	https://www.inaturalist.org/photos/24294507			2018-07-02T05:00:00Z	Leonel Roget		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Leonel Roget
1901059738	StillImage	image/jpeg	https://static.inaturalist.org/photos/24226894/original.jpeg?1535951839	https://www.inaturalist.org/photos/24226894			2018-08-19T17:31:36Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1901059647	StillImage	image/jpeg	https://static.inaturalist.org/photos/24226904/original.jpeg?1535951848	https://www.inaturalist.org/photos/24226904			2018-08-19T17:31:59Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1901051817	StillImage	image/jpeg	https://static.inaturalist.org/photos/24168064/original.jpeg?1535881734	https://www.inaturalist.org/photos/24168064			2018-07-18T23:15:04Z	Peter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Peter
1901051817	StillImage	image/jpeg	https://static.inaturalist.org/photos/24168074/original.jpeg?1535881754	https://www.inaturalist.org/photos/24168074			2018-07-18T23:16:13Z	Peter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Peter
1901051817	StillImage	image/jpeg	https://static.inaturalist.org/photos/24168079/original.jpeg?1535881773	https://www.inaturalist.org/photos/24168079			2018-07-18T23:16:15Z	Peter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Peter
1901051761	StillImage	image/jpeg	https://static.inaturalist.org/photos/24167900/original.jpeg?1535881180	https://www.inaturalist.org/photos/24167900			2018-07-18T23:14:29Z	Peter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Peter
1901051761	StillImage	image/jpeg	https://static.inaturalist.org/photos/24167915/original.jpeg?1535881205	https://www.inaturalist.org/photos/24167915			2018-07-18T23:14:30Z	Peter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Peter
1901051761	StillImage	image/jpeg	https://static.inaturalist.org/photos/24167916/original.jpeg?1535881219	https://www.inaturalist.org/photos/24167916			2018-07-18T23:14:37Z	Peter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Peter
1901051761	StillImage	image/jpeg	https://static.inaturalist.org/photos/24167928/original.jpeg?1535881259	https://www.inaturalist.org/photos/24167928			2018-07-18T23:15:52Z	Peter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Peter
1901049900	StillImage	image/jpeg	https://static.inaturalist.org/photos/24154558/original.jpeg?1535853315	https://www.inaturalist.org/photos/24154558			2018-08-18T20:36:25Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1901049881	StillImage	image/jpeg	https://static.inaturalist.org/photos/24154610/original.jpeg?1535853351	https://www.inaturalist.org/photos/24154610			2018-08-18T20:44:12Z	Tony Strazzari		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Tony Strazzari
1901047434	StillImage	image/png	https://static.inaturalist.org/photos/24136970/original.png?1535833995	https://www.inaturalist.org/photos/24136970			2018-07-02T00:00:00Z	Leonel Roget		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Leonel Roget
1901047434	StillImage	image/png	https://static.inaturalist.org/photos/24136975/original.png?1535833998	https://www.inaturalist.org/photos/24136975			2018-07-02T00:00:00Z	Leonel Roget		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Leonel Roget
1901041074	StillImage	image/jpeg	https://static.inaturalist.org/photos/24090641/original.jpg?1535759927	https://www.inaturalist.org/photos/24090641			2012-04-12T23:54:00Z	rayvran		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	rayvran
1901041074	StillImage	image/jpeg	https://static.inaturalist.org/photos/24090684/original.jpg?1535760008	https://www.inaturalist.org/photos/24090684			2012-04-12T23:54:00Z	rayvran		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	rayvran
