gbifID;identifier;license
1883565376;https://static.inaturalist.org/photos/21653023/original.jpeg?1532082394;http://creativecommons.org/licenses/by-nc/4.0/
1883565376;https://static.inaturalist.org/photos/21653024/original.jpeg?1532082396;http://creativecommons.org/licenses/by-nc/4.0/
1883565347;https://static.inaturalist.org/photos/21653030/original.jpeg?1532082405;http://creativecommons.org/licenses/by-nc/4.0/
1883565347;https://static.inaturalist.org/photos/21653031/original.jpeg?1532082407;http://creativecommons.org/licenses/by-nc/4.0/
1883565347;https://static.inaturalist.org/photos/21653034/original.jpeg?1532082409;http://creativecommons.org/licenses/by-nc/4.0/
1883565347;https://static.inaturalist.org/photos/21653035/original.jpeg?1532082411;http://creativecommons.org/licenses/by-nc/4.0/
1883560453;https://static.inaturalist.org/photos/21602967/original.jpg?1531997376;http://creativecommons.org/licenses/by-nc-nd/4.0/
1883545244;https://static.inaturalist.org/photos/21488362/original.jpeg?1531817105;http://creativecommons.org/licenses/by-nc/4.0/
1883545244;https://static.inaturalist.org/photos/21488365/original.jpeg?1531817119;http://creativecommons.org/licenses/by-nc/4.0/
1883545244;https://static.inaturalist.org/photos/21488400/original.jpeg?1531817218;http://creativecommons.org/licenses/by-nc/4.0/
1883545242;https://static.inaturalist.org/photos/21488380/original.jpeg?1531817165;http://creativecommons.org/licenses/by-nc/4.0/
1883545219;https://static.inaturalist.org/photos/21488390/original.jpeg?1531817187;http://creativecommons.org/licenses/by-nc/4.0/
1883544688;https://static.inaturalist.org/photos/21484329/original.jpg?1531802892;http://creativecommons.org/licenses/by-nc-nd/4.0/
1883544688;https://static.inaturalist.org/photos/21484333/original.jpg?1531802898;http://creativecommons.org/licenses/by-nc-nd/4.0/
1883543372;https://static.inaturalist.org/photos/21472401/original.jpeg?1531786083;http://creativecommons.org/licenses/by-nc/4.0/
1883543316;https://static.inaturalist.org/photos/21472440/original.jpeg?1531786120;http://creativecommons.org/licenses/by-nc/4.0/
1883543316;https://static.inaturalist.org/photos/21472444/original.jpeg?1531786120;http://creativecommons.org/licenses/by-nc/4.0/
1883543235;https://static.inaturalist.org/photos/21472307/original.jpeg?1531785999;http://creativecommons.org/licenses/by-nc/4.0/
1883543235;https://static.inaturalist.org/photos/21472313/original.jpeg?1531786002;http://creativecommons.org/licenses/by-nc/4.0/
1883543235;https://static.inaturalist.org/photos/21472314/original.jpeg?1531786004;http://creativecommons.org/licenses/by-nc/4.0/
1883503542;https://static.inaturalist.org/photos/21181539/original.jpg?1531339672;http://creativecommons.org/licenses/by-nc/4.0/
1883503515;https://static.inaturalist.org/photos/21181456/original.jpg?1531339596;http://creativecommons.org/licenses/by-nc/4.0/
